patron_id,patron_type,age_range,home_library,total_checkouts
P0529,Teacher Card,65 to 74 years,Presidio,1
P0529,Welcome,20 to 24 years,North Beach,1
P0530,Adult,20 to 24 years,Potrero,1
P0530,At User Senior,75 years and over,Glen Park,1
P0530,Digital Access Card,65 to 74 years,Western Addition,1
P0530,Digital Access Card,Null,North Beach,1
P0530,Juvenile,35 to 44 years,Bayview,1
P0530,Retired Staff,75 years and over,Merced,1
P0530,Senior,75 years and over,Ortega,1
P0530,Teacher Card,45 to 54 years,Potrero,1
P0530,Teacher Card,45 to 54 years,Visitacion Valley,1
P0530,Teacher Card,65 to 74 years,Eureka Valley,1
P0530,Teacher Card,65 to 74 years,North Beach,1
P0530,Welcome,10 to 19 years,Ingleside,1
P0530,Welcome,35 to 44 years,Ortega,1
P0530,Welcome,55 to 59 years,Mission Bay,1
P0530,Welcome,65 to 74 years,Main,1
P0531,Adult,55 to 59 years,Park,1
P0531,Adult,Null,Bookmobile,1
P0531,At User Adult,35 to 44 years,Eureka Valley,1
P0531,Juvenile,0 to 9 years,Bookmobile,1
P0531,Juvenile,20 to 24 years,Main,1
P0531,Retired Staff,65 to 74 years,Ocean View,1
P0531,Senior,75 years and over,Ingleside,1
P0531,Teacher Card,35 to 44 years,Western Addition,1
P0531,Teacher Card,45 to 54 years,Bookmobile,1
P0531,Teacher Card,55 to 59 years,Main,1
P0531,Teacher Card,75 years and over,Bookmobile,1
P0531,Teen,20 to 24 years,West Portal,1
P0531,Welcome,0 to 9 years,Anza,1
P0531,Welcome,10 to 19 years,Potrero,1
P0531,Welcome,10 to 19 years,West Portal,1
P0532,Adult,75 years and over,West Portal,1
P0532,At User Adult,45 to 54 years,North Beach,1
P0532,At User Senior,65 to 74 years,Anza,1
P0532,At User Welcome,25 to 34 years,Glen Park,1
P0532,Digital Access Card,55 to 59 years,Visitacion Valley,1
P0532,Digital Access Card,65 to 74 years,Noe Valley,1
P0532,Teacher Card,20 to 24 years,Merced,1
P0532,Teacher Card,35 to 44 years,Marina,1
P0532,Teacher Card,Null,Marina,1
P0532,Teacher Card,Null,Sunset,1
P0532,Teen,10 to 19 years,Bernal Heights,1
P0532,Visitor,75 years and over,Western Addition,1
P0532,Welcome,45 to 54 years,Western Addition,1
P0532,Welcome,65 to 74 years,Ingleside,1
P0532,Welcome,75 years and over,Eureka Valley,1
P0533,Adult,75 years and over,Excelsior,1
P0533,Adult,Null,Merced,1
P0533,Business,75 years and over,Main,1
P0533,Digital Access Card,20 to 24 years,Merced,1
P0533,Digital Access Card,45 to 54 years,Bernal Heights,1
P0533,Juvenile,0 to 9 years,Main,1
P0533,Juvenile,10 to 19 years,Glen Park,1
P0533,Senior,55 to 59 years,Bookmobile,1
P0533,Senior,65 to 74 years,Main,1
P0533,Teacher Card,25 to 34 years,Golden Gate Valley,1
P0533,Teacher Card,25 to 34 years,Ingleside,1
P0533,Teen,10 to 19 years,Mission Bay,1
P0533,Welcome,10 to 19 years,Park,1
P0533,Welcome,20 to 24 years,Bayview,1
P0533,Welcome,65 to 74 years,Noe Valley,1
P0534,Adult,10 to 19 years,Golden Gate Valley,1
P0534,Adult,55 to 59 years,Bernal Heights,1
P0534,Adult,65 to 74 years,Mission,1
P0534,Adult,Null,Mission Bay,1
P0534,At User Adult,45 to 54 years,Glen Park,1
P0534,Digital Access Card,20 to 24 years,Excelsior,1
P0534,Digital Access Card,25 to 34 years,Bernal Heights,1
P0534,Digital Access Card,60 to 64 years,Mission,1
P0534,Digital Access Card,65 to 74 years,Potrero,1
P0534,Juvenile,0 to 9 years,Marina,1
P0534,Retired Staff,75 years and over,Western Addition,1
P0534,Senior,Null,Bernal Heights,1
P0534,Visitor,45 to 54 years,Main,1
P0534,Welcome,10 to 19 years,Golden Gate Valley,1
P0534,Welcome,55 to 59 years,Golden Gate Valley,1
P0535,Adult,0 to 9 years,Ortega,1
P0535,Adult,20 to 24 years,Eureka Valley,1
P0535,Adult,20 to 24 years,Null,1
P0535,Adult,20 to 24 years,Parkside,1
P0535,Adult,35 to 44 years,Glen Park,1
P0535,Adult,45 to 54 years,North Beach,1
P0535,Digital Access Card,35 to 44 years,Marina,1
P0535,Digital Access Card,45 to 54 years,Presidio,1
P0535,Digital Access Card,75 years and over,Western Addition,1
P0535,Retired Staff,Null,Portola,1
P0535,Senior,60 to 64 years,Sunset,1
P0535,Teacher Card,0 to 9 years,Presidio,1
P0535,Teacher Card,65 to 74 years,Golden Gate Valley,1
P0535,Teen,10 to 19 years,Noe Valley,1
P0535,Welcome,65 to 74 years,Park,1
P0536,Adult,20 to 24 years,Visitacion Valley,1
P0536,Adult,55 to 59 years,Marina,1
P0536,Adult,60 to 64 years,Main,1
P0536,At User Welcome,20 to 24 years,Main,1
P0536,Digital Access Card,75 years and over,Eureka Valley,1
P0536,Digital Access Card,Null,Park,1
P0536,Retired Staff,60 to 64 years,Portola,1
P0536,Retired Staff,Null,Excelsior,1
P0536,Senior,45 to 54 years,Bookmobile,1
P0536,Senior,65 to 74 years,Marina,1
P0536,Teacher Card,45 to 54 years,Ortega,1
P0536,Teacher Card,45 to 54 years,Sunset,1
P0536,Teen,10 to 19 years,Glen Park,1
P0536,Visitor,45 to 54 years,Potrero,1
P0536,Welcome,20 to 24 years,North Beach,1
P0537,Adult,10 to 19 years,Potrero,1
P0537,Adult,55 to 59 years,Ortega,1
P0537,Adult,Null,Park,1
P0537,Digital Access Card,45 to 54 years,Ingleside,1
P0537,Digital Access Card,65 to 74 years,Mission,1
P0537,Retired Staff,Null,Sunset,1
P0537,Senior,75 years and over,Presidio,1
P0537,Teacher Card,0 to 9 years,Main,1
P0537,Teacher Card,45 to 54 years,Bayview,1
P0537,Teacher Card,55 to 59 years,Richmond,1
P0537,Teen,10 to 19 years,Park,1
P0537,Teen,20 to 24 years,Main,1
P0537,Visitor,20 to 24 years,Bernal Heights,1
P0537,Visitor,65 to 74 years,Sunset,1
P0537,Welcome,45 to 54 years,Mission Bay,1
P0538,Adult,10 to 19 years,Bernal Heights,1
P0538,Adult,65 to 74 years,Mission Bay,1
P0538,At User Adult,55 to 59 years,Anza,1
P0538,At User Adult,55 to 59 years,Main,1
P0538,Digital Access Card,35 to 44 years,Eureka Valley,1
P0538,Digital Access Card,75 years and over,Excelsior,1
P0538,Digital Access Card,Null,Western Addition,1
P0538,Juvenile,0 to 9 years,Bookmobile,1
P0538,Juvenile,10 to 19 years,Excelsior,1
P0538,Juvenile,65 to 74 years,Main,1
P0538,Teacher Card,45 to 54 years,Glen Park,1
P0538,Teacher Card,55 to 59 years,Chinatown,1
P0538,Welcome,10 to 19 years,Richmond,1
P0538,Welcome,20 to 24 years,Anza,1
P0538,Welcome,55 to 59 years,Parkside,1
P0539,Adult,10 to 19 years,Chinatown,1
P0539,Adult,25 to 34 years,Noe Valley,1
P0539,Adult,25 to 34 years,Portola,1
P0539,Adult,55 to 59 years,Richmond,1
P0539,Adult,60 to 64 years,Merced,1
P0539,At User Adult,20 to 24 years,Ocean View,1
P0539,At User Adult,45 to 54 years,Excelsior,1
P0539,Digital Access Card,45 to 54 years,Glen Park,1
P0539,Digital Access Card,65 to 74 years,Bayview,1
P0539,Digital Access Card,Null,Park,1
P0539,Senior,55 to 59 years,Park,1
P0539,Senior,60 to 64 years,Bookmobile,1
P0539,Welcome,45 to 54 years,Sunset,1
P0539,Welcome,60 to 64 years,Anza,1
P0539,Welcome,75 years and over,Chinatown,1
P0540,Adult,0 to 9 years,Excelsior,1
P0540,Adult,10 to 19 years,Golden Gate Valley,1
P0540,At User Adult,35 to 44 years,North Beach,1
P0540,Digital Access Card,20 to 24 years,Main,1
P0540,Digital Access Card,35 to 44 years,Richmond,1
P0540,Retired Staff,75 years and over,West Portal,1
P0540,Senior,60 to 64 years,Ortega,1
P0540,Senior,65 to 74 years,Bernal Heights,1
P0540,Senior,65 to 74 years,Portola,1
P0540,Teacher Card,25 to 34 years,Bernal Heights,1
P0540,Teen,Null,Main,1
P0540,Visitor,35 to 44 years,Park,1
P0540,Visitor,55 to 59 years,Presidio,1
P0540,Welcome,0 to 9 years,Anza,1
P0540,Welcome,45 to 54 years,Marina,1
P0541,Adult,25 to 34 years,Bookmobile,1
P0541,Adult,35 to 44 years,Bayview,1
P0541,Adult,35 to 44 years,Null,1
P0541,Adult,55 to 59 years,Ingleside,1
P0541,At User Adult,60 to 64 years,Mission Bay,1
P0541,Digital Access Card,20 to 24 years,Potrero,1
P0541,Digital Access Card,25 to 34 years,Ingleside,1
P0541,Digital Access Card,25 to 34 years,Parkside,1
P0541,Juvenile,35 to 44 years,Bayview,1
P0541,Senior,75 years and over,Bookmobile,1
P0541,Teacher Card,25 to 34 years,Ocean View,1
P0541,Teacher Card,45 to 54 years,Eureka Valley,1
P0541,Visitor,20 to 24 years,Sunset,1
P0541,Welcome,10 to 19 years,Western Addition,1
P0541,Welcome,75 years and over,Park,1
P0542,Adult,25 to 34 years,Excelsior,1
P0542,Adult,55 to 59 years,Main,1
P0542,Adult,55 to 59 years,Parkside,1
P0542,Adult,60 to 64 years,West Portal,1
P0542,Adult,Null,Mission,1
P0542,At User Adult,25 to 34 years,Mission,1
P0542,Digital Access Card,10 to 19 years,Bayview,1
P0542,Digital Access Card,45 to 54 years,West Portal,1
P0542,Digital Access Card,65 to 74 years,Portola,1
P0542,Juvenile,0 to 9 years,Chinatown,1
P0542,Juvenile,10 to 19 years,Park,1
P0542,Teacher Card,0 to 9 years,Bookmobile,1
P0542,Welcome,20 to 24 years,Bernal Heights,1
P0542,Welcome,20 to 24 years,Eureka Valley,1
P0542,Welcome,55 to 59 years,Glen Park,1
P0543,Adult,55 to 59 years,Parkside,1
P0543,At User Adult,60 to 64 years,Main,1
P0543,At User Welcome,25 to 34 years,Main,1
P0543,Digital Access Card,25 to 34 years,Bernal Heights,1
P0543,Digital Access Card,65 to 74 years,Noe Valley,1
P0543,Juvenile,0 to 9 years,Anza,1
P0543,Senior,75 years and over,Ocean View,1
P0543,Senior,75 years and over,Parkside,1
P0543,Teacher Card,25 to 34 years,North Beach,1
P0543,Teacher Card,45 to 54 years,Bernal Heights,1
P0543,Teacher Card,55 to 59 years,Main,1
P0543,Welcome,0 to 9 years,Mission,1
P0543,Welcome,10 to 19 years,Ingleside,1
P0543,Welcome,25 to 34 years,Chinatown,1
P0543,Welcome,65 to 74 years,Golden Gate Valley,1
P0544,Adult,10 to 19 years,Visitacion Valley,2
P0544,Adult,20 to 24 years,Sunset,1
P0544,Adult,35 to 44 years,Bookmobile,1
P0544,Adult,55 to 59 years,Richmond,1
P0544,At User Adult,35 to 44 years,Chinatown,1
P0544,Digital Access Card,10 to 19 years,Main,1
P0544,Teacher Card,0 to 9 years,Bookmobile,1
P0544,Teacher Card,55 to 59 years,Marina,1
P0544,Visitor,25 to 34 years,Noe Valley,1
P0544,Visitor,35 to 44 years,Mission,1
P0544,Visitor,65 to 74 years,Main,1
P0544,Welcome,10 to 19 years,Ocean View,1
P0544,Welcome,20 to 24 years,Bayview,1
P0544,Welcome,55 to 59 years,Bayview,1
P0545,Adult,0 to 9 years,Golden Gate Valley,1
P0545,Adult,0 to 9 years,Portola,1
P0545,Adult,60 to 64 years,Eureka Valley,1
P0545,Adult,65 to 74 years,Bayview,1
P0545,At User Teen,10 to 19 years,Glen Park,1
P0545,Digital Access Card,25 to 34 years,Golden Gate Valley,1
P0545,Senior,Null,Main,1
P0545,Teacher Card,10 to 19 years,Ocean View,1
P0545,Teacher Card,25 to 34 years,Anza,1
P0545,Teacher Card,60 to 64 years,West Portal,1
P0545,Teacher Card,Null,Anza,1
P0545,Teen,10 to 19 years,Bayview,1
P0545,Visitor,20 to 24 years,Main,1
P0545,Visitor,55 to 59 years,Richmond,1
P0545,Welcome,35 to 44 years,Ortega,1
P0546,Adult,45 to 54 years,Glen Park,1
P0546,Adult,75 years and over,West Portal,1
P0546,At User Adult,35 to 44 years,Presidio,1
P0546,At User Adult,45 to 54 years,Chinatown,1
P0546,At User Welcome,35 to 44 years,Bookmobile,1
P0546,Digital Access Card,20 to 24 years,Marina,1
P0546,Digital Access Card,60 to 64 years,Ocean View,1
P0546,Juvenile,10 to 19 years,Main,1
P0546,Senior,65 to 74 years,Richmond,1
P0546,Teacher Card,35 to 44 years,Sunset,1
P0546,Teacher Card,55 to 59 years,Presidio,1
P0546,Visitor,75 years and over,Park,1
P0546,Welcome,60 to 64 years,Glen Park,1
P0546,Welcome,65 to 74 years,Glen Park,1
P0546,Welcome,75 years and over,Potrero,1
P0547,Adult,0 to 9 years,Golden Gate Valley,1
P0547,Adult,0 to 9 years,Merced,1
P0547,Adult,35 to 44 years,Null,1
P0547,Adult,55 to 59 years,Portola,1
P0547,Adult,60 to 64 years,Mission Bay,1
P0547,Adult,60 to 64 years,Richmond,1
P0547,Digital Access Card,10 to 19 years,Bernal Heights,1
P0547,Digital Access Card,45 to 54 years,Visitacion Valley,1
P0547,Senior,60 to 64 years,Main,1
P0547,Senior,75 years and over,Glen Park,1
P0547,Senior,75 years and over,Ocean View,1
P0547,Teacher Card,25 to 34 years,Golden Gate Valley,1
P0547,Teacher Card,45 to 54 years,Mission,1
P0547,Teacher Card,Null,Bookmobile,1
P0547,Teen,10 to 19 years,Bayview,1
P0548,Adult,65 to 74 years,Potrero,1
P0548,At User Adult,55 to 59 years,Marina,1
P0548,Digital Access Card,45 to 54 years,Ingleside,1
P0548,Juvenile,10 to 19 years,Chinatown,1
P0548,Senior,60 to 64 years,Potrero,1
P0548,Senior,75 years and over,Ocean View,1
P0548,Teacher Card,20 to 24 years,Bernal Heights,1
P0548,Teacher Card,35 to 44 years,Potrero,1
P0548,Teacher Card,60 to 64 years,Presidio,1
P0548,Teacher Card,60 to 64 years,Richmond,1
P0548,Teacher Card,75 years and over,Main,1
P0548,Visitor,45 to 54 years,Eureka Valley,1
P0548,Welcome,20 to 24 years,Mission,1
P0548,Welcome,60 to 64 years,Glen Park,1
P0548,Welcome,75 years and over,Golden Gate Valley,1
P0549,Adult,45 to 54 years,Golden Gate Valley,1
P0549,Adult,55 to 59 years,Chinatown,1
P0549,Adult,Null,Eureka Valley,1
P0549,At User Senior,75 years and over,Richmond,1
P0549,Digital Access Card,20 to 24 years,Eureka Valley,1
P0549,Digital Access Card,65 to 74 years,Sunset,1
P0549,Digital Access Card,Null,Excelsior,1
P0549,Senior,75 years and over,Ortega,1
P0549,Teacher Card,20 to 24 years,Eureka Valley,1
P0549,Teacher Card,35 to 44 years,Western Addition,1
P0549,Teacher Card,60 to 64 years,Golden Gate Valley,1
P0549,Teacher Card,65 to 74 years,Bayview,1
P0549,Visitor,45 to 54 years,Merced,1
P0549,Visitor,60 to 64 years,Richmond,1
P0549,Welcome,20 to 24 years,Potrero,1
P0550,Adult,10 to 19 years,West Portal,1
P0550,Adult,55 to 59 years,Anza,1
P0550,Digital Access Card,20 to 24 years,Visitacion Valley,1
P0550,Digital Access Card,25 to 34 years,Western Addition,1
P0550,Digital Access Card,45 to 54 years,Chinatown,1
P0550,Juvenile,10 to 19 years,Eureka Valley,1
P0550,Retired Staff,75 years and over,Main,1
P0550,Teacher Card,35 to 44 years,Marina,1
P0550,Teacher Card,60 to 64 years,Main,1
P0550,Teacher Card,65 to 74 years,Presidio,1
P0550,Teen,10 to 19 years,Richmond,1
P0550,Visitor,25 to 34 years,North Beach,1
P0550,Welcome,20 to 24 years,Sunset,1
P0550,Welcome,25 to 34 years,Sunset,1
P0550,Welcome,60 to 64 years,Bayview,1
P0551,Adult,0 to 9 years,Anza,1
P0551,Adult,0 to 9 years,Excelsior,1
P0551,Adult,20 to 24 years,Presidio,1
P0551,Adult,60 to 64 years,Chinatown,1
P0551,Digital Access Card,35 to 44 years,Anza,1
P0551,Digital Access Card,75 years and over,Bayview,1
P0551,Juvenile,0 to 9 years,Potrero,1
P0551,Juvenile,0 to 9 years,Sunset,1
P0551,Senior,35 to 44 years,Western Addition,1
P0551,Senior,65 to 74 years,Parkside,1
P0551,Senior,65 to 74 years,Portola,1
P0551,Senior,75 years and over,Chinatown,1
P0551,Teacher Card,45 to 54 years,Merced,1
P0551,Welcome,45 to 54 years,Bookmobile,1
P0551,Welcome,45 to 54 years,Visitacion Valley,1
P0552,Adult,0 to 9 years,Ingleside,1
P0552,Adult,10 to 19 years,West Portal,1
P0552,Adult,60 to 64 years,Glen Park,1
P0552,At User Welcome,35 to 44 years,Main,1
P0552,Digital Access Card,65 to 74 years,Bernal Heights,1
P0552,Digital Access Card,Null,Bernal Heights,1
P0552,Retired Staff,60 to 64 years,Main,1
P0552,Retired Staff,65 to 74 years,Eureka Valley,1
P0552,Teacher Card,10 to 19 years,Main,1
P0552,Teacher Card,25 to 34 years,Mission Bay,1
P0552,Teacher Card,35 to 44 years,Chinatown,1
P0552,Teacher Card,60 to 64 years,Park,1
P0552,Teacher Card,75 years and over,Glen Park,1
P0552,Welcome,25 to 34 years,Excelsior,1
P0552,Welcome,45 to 54 years,Potrero,1
P0553,Adult,20 to 24 years,Western Addition,1
P0553,Adult,45 to 54 years,Portola,1
P0553,Adult,65 to 74 years,Sunset,1
P0553,At User Senior,75 years and over,Main,1
P0553,At User Senior,75 years and over,Richmond,1
P0553,Digital Access Card,35 to 44 years,Potrero,1
P0553,Digital Access Card,45 to 54 years,Ortega,1
P0553,Digital Access Card,Null,Portola,1
P0553,Juvenile,35 to 44 years,Merced,1
P0553,Teacher Card,35 to 44 years,Presidio,1
P0553,Teacher Card,55 to 59 years,Ingleside,1
P0553,Visitor,25 to 34 years,Parkside,1
P0553,Welcome,10 to 19 years,Ocean View,1
P0553,Welcome,20 to 24 years,Richmond,1
P0553,Welcome,60 to 64 years,North Beach,1
P0554,Adult,0 to 9 years,West Portal,1
P0554,Adult,45 to 54 years,Ortega,1
P0554,At User Adult,55 to 59 years,Anza,1
P0554,At User Senior,75 years and over,Park,1
P0554,Digital Access Card,20 to 24 years,Chinatown,1
P0554,Digital Access Card,60 to 64 years,Portola,1
P0554,Library By Mail,45 to 54 years,Main,1
P0554,Library By Mail,75 years and over,Bookmobile,1
P0554,Senior,55 to 59 years,Richmond,1
P0554,Teacher Card,45 to 54 years,Anza,1
P0554,Teacher Card,55 to 59 years,Richmond,1
P0554,Teen,20 to 24 years,Main,1
P0554,Visitor,25 to 34 years,Noe Valley,1
P0554,Welcome,10 to 19 years,Marina,1
P0554,Welcome,25 to 34 years,North Beach,1
P0555,Adult,Null,Ortega,1
P0555,Adult,Null,Sunset,1
P0555,At User Senior,75 years and over,Main,1
P0555,Digital Access Card,45 to 54 years,Portola,1
P0555,Digital Access Card,65 to 74 years,Western Addition,1
P0555,Teacher Card,20 to 24 years,Merced,1
P0555,Teacher Card,25 to 34 years,Sunset,1
P0555,Teacher Card,55 to 59 years,Richmond,1
P0555,Teacher Card,65 to 74 years,Excelsior,1
P0555,Teacher Card,75 years and over,Ortega,1
P0555,Teen,20 to 24 years,Main,1
P0555,Visitor,45 to 54 years,North Beach,1
P0555,Welcome,35 to 44 years,Potrero,1
P0555,Welcome,55 to 59 years,Bayview,1
P0555,Welcome,65 to 74 years,Presidio,1
P0556,Adult,0 to 9 years,Marina,1
P0556,Adult,55 to 59 years,Chinatown,1
P0556,Adult,55 to 59 years,Main,1
P0556,Adult,65 to 74 years,West Portal,1
P0556,At User Adult,10 to 19 years,Main,1
P0556,Digital Access Card,10 to 19 years,Bernal Heights,1
P0556,Digital Access Card,20 to 24 years,Main,1
P0556,Retired Staff,Null,Noe Valley,1
P0556,Senior,75 years and over,Glen Park,1
P0556,Senior,75 years and over,Potrero,1
P0556,Teacher Card,45 to 54 years,Ortega,1
P0556,Teacher Card,60 to 64 years,Main,1
P0556,Teacher Card,65 to 74 years,Glen Park,1
P0556,Welcome,25 to 34 years,Eureka Valley,1
P0556,Welcome,60 to 64 years,Ortega,1
P0557,Adult,20 to 24 years,Null,1
P0557,Adult,45 to 54 years,Potrero,1
P0557,Adult,60 to 64 years,Sunset,1
P0557,Adult,65 to 74 years,Ingleside,1
P0557,Adult,65 to 74 years,Main,1
P0557,Digital Access Card,20 to 24 years,Glen Park,1
P0557,Digital Access Card,35 to 44 years,Ortega,1
P0557,Retired Staff,65 to 74 years,Main,1
P0557,Teacher Card,20 to 24 years,Chinatown,1
P0557,Teacher Card,35 to 44 years,Ortega,1
P0557,Welcome,25 to 34 years,Anza,1
P0557,Welcome,35 to 44 years,Marina,1
P0557,Welcome,45 to 54 years,Park,1
P0557,Welcome,65 to 74 years,Presidio,1
P0557,Welcome,75 years and over,Park,1
P0558,Adult,35 to 44 years,Eureka Valley,1
P0558,Adult,60 to 64 years,Null,1
P0558,At User Adult,35 to 44 years,Ortega,1
P0558,At User Welcome,45 to 54 years,Main,1
P0558,Digital Access Card,10 to 19 years,Bernal Heights,1
P0558,Digital Access Card,20 to 24 years,Marina,1
P0558,Juvenile,10 to 19 years,Ingleside,1
P0558,Senior,75 years and over,Park,1
P0558,Teacher Card,25 to 34 years,Mission,1
P0558,Teacher Card,55 to 59 years,Park,1
P0558,Teacher Card,55 to 59 years,Sunset,1
P0558,Visitor,45 to 54 years,Golden Gate Valley,1
P0558,Welcome,10 to 19 years,Merced,1
P0558,Welcome,20 to 24 years,Potrero,1
P0558,Welcome,65 to 74 years,Marina,1
P0559,Adult,0 to 9 years,Ortega,1
P0559,Adult,20 to 24 years,Ocean View,1
P0559,Adult,25 to 34 years,Golden Gate Valley,1
P0559,Adult,60 to 64 years,Ingleside,1
P0559,Adult,75 years and over,Sunset,1
P0559,At User Adult,35 to 44 years,Eureka Valley,1
P0559,Digital Access Card,20 to 24 years,Marina,1
P0559,Digital Access Card,55 to 59 years,Ingleside,1
P0559,Juvenile,0 to 9 years,Portola,1
P0559,Juvenile,20 to 24 years,Park,1
P0559,Senior,55 to 59 years,Merced,1
P0559,Teacher Card,60 to 64 years,Excelsior,1
P0559,Teacher Card,60 to 64 years,Golden Gate Valley,1
P0559,Teacher Card,Null,Mission,1
P0559,Welcome,Null,Presidio,1
P0560,Adult,25 to 34 years,Marina,1
P0560,Adult,45 to 54 years,Excelsior,1
P0560,Adult,45 to 54 years,Ingleside,1
P0560,At User Senior,65 to 74 years,Mission,1
P0560,At User Teen,10 to 19 years,Glen Park,1
P0560,At User Welcome,60 to 64 years,Main,1
P0560,Digital Access Card,20 to 24 years,Eureka Valley,1
P0560,Juvenile,35 to 44 years,Bayview,1
P0560,Library By Mail,20 to 24 years,Main,1
P0560,Teacher Card,55 to 59 years,Portola,1
P0560,Teacher Card,60 to 64 years,Marina,1
P0560,Teen,10 to 19 years,Presidio,1
P0560,Visitor,20 to 24 years,Sunset,1
P0560,Welcome,35 to 44 years,Presidio,1
P0560,Welcome,60 to 64 years,Golden Gate Valley,1
P0561,Adult,0 to 9 years,Marina,1
P0561,Adult,10 to 19 years,Bookmobile,1
P0561,Adult,45 to 54 years,North Beach,1
P0561,Bibliocommons,25 to 34 years,Main,1
P0561,Digital Access Card,60 to 64 years,Eureka Valley,1
P0561,Digital Access Card,75 years and over,North Beach,1
P0561,Retired Staff,55 to 59 years,Potrero,1
P0561,Teacher Card,10 to 19 years,Main,1
P0561,Teacher Card,25 to 34 years,Bookmobile,1
P0561,Teacher Card,65 to 74 years,Bayview,2
